folder,path,verdict,reason,left0_votes,left1_votes,frames_scanned,grids_seen,applied,error
20231006012734-lunazoe-bn6-vs-DthKrdMnSP-round2-p2,data/dataset/20231006012734-lunazoe-bn6-vs-DthKrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020021126-watsonx-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231020021126-watsonx-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020022114-watsonx-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231020022114-watsonx-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020022504-watsonx-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231020022504-watsonx-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006034146-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231006034146-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20230929040011-ummm-bn6-vs-IndianaOrz-round1-p2,data/dataset/20230929040011-ummm-bn6-vs-IndianaOrz-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020024137-watsonx-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231020024137-watsonx-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020023722-watsonx-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231020023722-watsonx-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20230929012420-ummm-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20230929012420-ummm-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020024942-watsonx-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231020024942-watsonx-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020030435-watsonx-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231020030435-watsonx-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020030825-watsonx-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231020030825-watsonx-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20230929005408-ummm-bn6-vs-DthKrdMnSP-round1-p2,data/dataset/20230929005408-ummm-bn6-vs-DthKrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231006011605-lunazoe-bn6-vs-DthKrdMnSP-round2-p2,data/dataset/20231006011605-lunazoe-bn6-vs-DthKrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20230929041708-ummm-bn6-vs-BiohazrdMnSP-round3-p2,data/dataset/20230929041708-ummm-bn6-vs-BiohazrdMnSP-round3-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020031627-watsonx-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231020031627-watsonx-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020033057-watsonx-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231020033057-watsonx-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006033529-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231006033529-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20230929021227-ummm-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20230929021227-ummm-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020034842-watsonx-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231020034842-watsonx-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006031918-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round3-p2,data/dataset/20231006031918-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round3-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20230929005832-ummm-bn6-vs-DthKrdMnSP-round2-p2,data/dataset/20230929005832-ummm-bn6-vs-DthKrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020040323-watsonx-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231020040323-watsonx-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20230929040830-ummm-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20230929040830-ummm-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020035733-watsonx-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231020035733-watsonx-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006023131-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231006023131-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231023014745-timechamber-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231023014745-timechamber-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231023020116-timechamber-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231023020116-timechamber-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013003736-annular-bn6-vs-IndianaOrz-round1-p2,data/dataset/20231013003736-annular-bn6-vs-IndianaOrz-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231023014221-timechamber-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231023014221-timechamber-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20230929020733-ummm-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20230929020733-ummm-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231023021937-timechamber-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231023021937-timechamber-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006022649-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231006022649-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231023022404-timechamber-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231023022404-timechamber-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20230929004225-ummm-bn6-vs-IndianaOrz-round1-p2,data/dataset/20230929004225-ummm-bn6-vs-IndianaOrz-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013021636-annular-bn6-vs-BiohazrdMnSP-round3-p2,data/dataset/20231013021636-annular-bn6-vs-BiohazrdMnSP-round3-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013013155-annular-bn6-vs-DthKrdMnSP-round3-p2,data/dataset/20231013013155-annular-bn6-vs-DthKrdMnSP-round3-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231023031124-timechamber-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231023031124-timechamber-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006021343-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231006021343-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013033101-annular-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231013033101-annular-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231023035437-timechamber-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231023035437-timechamber-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231023040156-timechamber-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231023040156-timechamber-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231023040532-timechamber-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231023040532-timechamber-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013012355-annular-bn6-vs-IndianaOrz-round1-p2,data/dataset/20231013012355-annular-bn6-vs-IndianaOrz-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231023040938-timechamber-bn6-vs-BiohazrdMnSP-round3-p2,data/dataset/20231023040938-timechamber-bn6-vs-BiohazrdMnSP-round3-p2/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013023524-annular-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231013023524-annular-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013035926-annular-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231013035926-annular-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013032013-annular-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231013032013-annular-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013032641-annular-bn6-vs-BiohazrdMnSP-round3-p2,data/dataset/20231013032641-annular-bn6-vs-BiohazrdMnSP-round3-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231027004322-bustinviruses-bn6-vs-IndianaOrz-round1-p1,data/dataset/20231027004322-bustinviruses-bn6-vs-IndianaOrz-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027004848-bustinviruses-bn6-vs-IndianaOrz-round2-p1,data/dataset/20231027004848-bustinviruses-bn6-vs-IndianaOrz-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020013928-watsonx-bn6-vs-IndianaOrz-round2-p2,data/dataset/20231020013928-watsonx-bn6-vs-IndianaOrz-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013023859-annular-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231013023859-annular-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013004114-annular-bn6-vs-IndianaOrz-round2-p2,data/dataset/20231013004114-annular-bn6-vs-IndianaOrz-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020025552-watsonx-bn6-vs-BiohazrdMnSP-round3-p2,data/dataset/20231020025552-watsonx-bn6-vs-BiohazrdMnSP-round3-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231027005319-bustinviruses-bn6-vs-IndianaOrz-round1-p1,data/dataset/20231027005319-bustinviruses-bn6-vs-IndianaOrz-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027005513-bustinviruses-bn6-vs-IndianaOrz-round2-p1,data/dataset/20231027005513-bustinviruses-bn6-vs-IndianaOrz-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231023015404-timechamber-bn6-vs-BiohazrdMnSP-round3-p2,data/dataset/20231023015404-timechamber-bn6-vs-BiohazrdMnSP-round3-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013005323-annular-bn6-vs-IndianaOrz-round2-p2,data/dataset/20231013005323-annular-bn6-vs-IndianaOrz-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231027010125-bustinviruses-bn6-vs-DthKrdMnSP-round1-p1,data/dataset/20231027010125-bustinviruses-bn6-vs-DthKrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027010546-bustinviruses-bn6-vs-IndianaOrz-round2-p1,data/dataset/20231027010546-bustinviruses-bn6-vs-IndianaOrz-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027011200-bustinviruses-bn6-vs-DthKrdMnSP-round1-p1,data/dataset/20231027011200-bustinviruses-bn6-vs-DthKrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013020518-annular-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231013020518-annular-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231027011545-bustinviruses-bn6-vs-IndianaOrz-round2-p1,data/dataset/20231027011545-bustinviruses-bn6-vs-IndianaOrz-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013035510-annular-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231013035510-annular-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231027012810-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231027012810-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027012411-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231027012411-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013034941-annular-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231013034941-annular-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020021627-watsonx-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231020021627-watsonx-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020035327-watsonx-bn6-vs-BiohazrdMnSP-round3-p2,data/dataset/20231020035327-watsonx-bn6-vs-BiohazrdMnSP-round3-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231027015420-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231027015420-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020032114-watsonx-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231020032114-watsonx-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231027015815-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231027015815-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027020136-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231027020136-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027021707-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231027021707-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027022536-bustinviruses-bn6-vs-BiohazrdMnSP-round3-p1,data/dataset/20231027022536-bustinviruses-bn6-vs-BiohazrdMnSP-round3-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020020253-watsonx-bn6-vs-IndianaOrz-round2-p2,data/dataset/20231020020253-watsonx-bn6-vs-IndianaOrz-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020024525-watsonx-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231020024525-watsonx-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231023015741-timechamber-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231023015741-timechamber-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231027024051-bustinviruses-bn6-vs-BiohazrdMnSP-round3-p1,data/dataset/20231027024051-bustinviruses-bn6-vs-BiohazrdMnSP-round3-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231023023912-timechamber-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231023023912-timechamber-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231027024949-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231027024949-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027024837-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231027024837-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027025700-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231027025700-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013031305-annular-bn6-vs-BiohazrdMnSP-round3-p2,data/dataset/20231013031305-annular-bn6-vs-BiohazrdMnSP-round3-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231027030949-bustinviruses-bn6-vs-BiohazrdMnSP-round3-p1,data/dataset/20231027030949-bustinviruses-bn6-vs-BiohazrdMnSP-round3-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020015038-watsonx-bn6-vs-IndianaOrz-round2-p2,data/dataset/20231020015038-watsonx-bn6-vs-IndianaOrz-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231027005319-bustinviruses-bn6-vs-DthKrdMnSP-round1-p2,data/dataset/20231027005319-bustinviruses-bn6-vs-DthKrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020025937-watsonx-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231020025937-watsonx-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231023024234-timechamber-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231023024234-timechamber-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231027031714-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231027031714-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027033116-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231027033116-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027033654-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231027033654-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027034840-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231027034840-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027034513-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231027034513-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013004621-annular-bn6-vs-IndianaOrz-round1-p2,data/dataset/20231013004621-annular-bn6-vs-IndianaOrz-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231023035132-timechamber-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231023035132-timechamber-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231027035953-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231027035953-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027040425-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231027040425-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027041435-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231027041435-bustinviruses-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020015704-watsonx-bn6-vs-DthKrdMnSP-round1-p2,data/dataset/20231020015704-watsonx-bn6-vs-DthKrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231027042130-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231027042130-bustinviruses-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020013333-watsonx-bn6-vs-IndianaOrz-round1-p2,data/dataset/20231020013333-watsonx-bn6-vs-IndianaOrz-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020023115-watsonx-bn6-vs-BiohazrdMnSP-round3-p2,data/dataset/20231020023115-watsonx-bn6-vs-BiohazrdMnSP-round3-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231103021415-aubreyisamonster-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231103021415-aubreyisamonster-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231103021758-aubreyisamonster-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231103021758-aubreyisamonster-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231023030121-timechamber-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231023030121-timechamber-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231103020820-aubreyisamonster-bn6-vs-BiohazrdMnSP-round3-p1,data/dataset/20231103020820-aubreyisamonster-bn6-vs-BiohazrdMnSP-round3-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231103023705-aubreyisamonster-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231103023705-aubreyisamonster-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,unclear,votes<10,0,0,0,0,False,
20231020033618-watsonx-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231020033618-watsonx-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231023021422-timechamber-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231023021422-timechamber-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231103023001-aubreyisamonster-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231103023001-aubreyisamonster-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027005513-bustinviruses-bn6-vs-DthKrdMnSP-round2-p2,data/dataset/20231027005513-bustinviruses-bn6-vs-DthKrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231103025227-aubreyisamonster-bn6-vs-BiohazrdMnSP-round3-p1,data/dataset/20231103025227-aubreyisamonster-bn6-vs-BiohazrdMnSP-round3-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231103025815-aubreyisamonster-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231103025815-aubreyisamonster-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013033651-annular-bn6-vs-BiohazrdMnSP-round3-p2,data/dataset/20231013033651-annular-bn6-vs-BiohazrdMnSP-round3-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020032452-watsonx-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231020032452-watsonx-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231023041815-timechamber-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231023041815-timechamber-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231103031959-aubreyisamonster-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231103031959-aubreyisamonster-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231103030943-aubreyisamonster-bn6-vs-IndianaOrz-round1-p1,data/dataset/20231103030943-aubreyisamonster-bn6-vs-IndianaOrz-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231027004848-bustinviruses-bn6-vs-DthKrdMnSP-round2-p2,data/dataset/20231027004848-bustinviruses-bn6-vs-DthKrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231103033056-aubreyisamonster-bn6-vs-BiohazrdMnSP-round3-p1,data/dataset/20231103033056-aubreyisamonster-bn6-vs-BiohazrdMnSP-round3-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231103033945-aubreyisamonster-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231103033945-aubreyisamonster-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231103034340-aubreyisamonster-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231103034340-aubreyisamonster-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231103031535-aubreyisamonster-bn6-vs-IndianaOrz-round2-p1,data/dataset/20231103031535-aubreyisamonster-bn6-vs-IndianaOrz-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
